"_5_digit_ntd_id","agency","max_reporter_type","max_organization_type","max_city","max_state","report_year","max_agency_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles"
"30199","New River Transit Authority, dba: New River Transit","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Beckley","WV","2023","13","06139","Beckley, WV","53.64","57468","38","62637","0","251210","0","0","0","20534","0",,,"0","0","0",,"0","0",,"52884",,"0","0","0"
"30200","City of Radford, dba: Radford Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Radford","VA","2023","12","08002","Blacksburg--Christiansburg, VA","33.98","72400","10","18545","0","382429","0","0","0","31251","0",,,"0","0","0",,"0","0",,"127016",,,"0","0"
"30201","City of Baltimore, dba: Charm City Circulator","Full Reporter","City, County or Local Government Unit or Department of Transportation","Baltimore","MD","2023","21","04843","Baltimore, MD","654.93","2212038","81","621849","458135","369285","88850","593218","65019","58601","6418","0","0","0","0","0",,"0","0",,"1276575",,,"1928119","7.17"
"30202","South Central Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Lancaster","PA","2023","163","47530","Lancaster--Manheim, PA","181.53","394530","1848","949401","6158787","5513448","645339","3263271","445318","396527","48791","0","0","0","0","0",,"0","0",,"3560909","36603","296087","17522092","0"
"30203","York County, dba: Yorktown Trolley","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Yorktown","VA","2023","3","90892","Virginia Beach--Norfolk, VA","481.67","1451578","1","211","0","22311","0","0","0","2687","0",,,"0","0","0",,"0","0",,"65178",,,"0","0"
"30204","Colonial Williamsburg Foundation","Reduced Reporter","Private-Non-Profit Corporation","Williamsburg","VA","2023","6","95411","Williamsburg, VA","69.87","89585","11","6600","0","71339","0","0","0","10140","0",,,"0","0","0",,"0","0",,"547276",,,"0","0"
"30205","Transit Management of Central Maryland, Inc., dba: Regional Transportation Agency of Central Maryland","Full Reporter","Other Publicly-Owned or Privately Chartered Corporation","Annapolis Junction","MD","2023","64","04843","Baltimore, MD","654.93","2212038","251","321113","2503884","2380236","220878","1627384","172353","157521","21844","0","0","0","0","0",,"0","0",,"790641","41595","0","4538713","0"
"30206","Susquehanna Regional Transportation Authority, dba: rabbittransit","Full Reporter","Independent Public Agency or Authority of Transit Service","Harrisburg","PA","2023","336","37081","Harrisburg, PA","250.25","490859","5619","1544476","12350486","10434775","1993391","3281069","719935","606582","116686","0","0","0","0","0",,"0","0",,"3072507","40983",,"19627362","0"
"30989","Central Shenandoah Planning District Commission, dba: BRITE Bus","Reduced Reporter","MPO, COG or Other Planning Agency","Staunton","VA","2023","22","84630","Staunton--Waynesboro, VA","39.15","59065","25","51155","0","739827","0","0","0","37449","0",,,"0","0","0",,"0","0",,"196977",,"0","0","0"
"30990","Airport Corridor Transportation Association","Reduced Reporter","Private-Non-Profit Corporation","Pittsburgh","PA","2023","2","69697","Pittsburgh, PA","906.64","1745039","28","65282","0","93268","0","0","0","6616","0",,,"0","0","0",,"0","0",,"26979",,"0","0","0"
"31025","County of Greensville, dba: Greensville Emporia Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Emporia","VA","2023","2",,,"0",,,,"0","54991","0","0","0","3108","0",,,"0","0","0",,"0","0",,"10917",,,"0","0"
"31028","Allied Coordinated Transportation Services, Inc.","Rural Reporter","Private-Non-Profit Corporation",,"PA","2023","24",,,"0",,,,"0","424078","0","0","0","16389","0",,,"0","0","0",,"0","0",,"84128",,"84023","0","0"
"31029","Blair Senior Services, Inc.","Reduced Reporter","Area Agency on Aging","Altoona","PA","2023","23","01792","Altoona, PA","37.01","74426","525","122822","0","417919","0","0","0","28959","0",,,"0","0","0",,"0","0",,"87509",,"86992","0","0"
"31031","Call-A-Ride Service, Inc.","Rural Reporter","Area Agency on Aging","Lewistown","PA","2023","11",,,"0",,,,"0","277886","0","0","0","12880","0",,,"0","0","0",,"0","0",,"35640",,"35636","0","0"
"31032","Clarion County, dba: Clarion County Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Shippenville","PA","2023","13",,,"0",,,,"0","272865","0","0","0","11985","0",,,"0","0","0",,"0","0",,"19836",,"19832","0","0"
"31034","Forest County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Tionesta","PA","2023","15",,,"0",,,,"0","252579","0","0","0","8009","0",,,"0","0","0",,"0","0",,"14769",,"14755","0","0"
"31035","Wayne County, dba: Wayne County Transportation System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Honesdale","PA","2023","41",,,"0",,"8426","395300","0","896765","0","0","0","38520","0",,,"0","0","0",,"0","0",,"51156",,"50462","0","0"
"31036","STEP, Inc.","Reduced Reporter","Private-Non-Profit Corporation","Williamsport","PA","2023","33","95455","Williamsport, PA","27.72","55344","5004","151638","0","696843","0","0","0","22053","0",,,"0","0","0",,"0","0",,"71741",,"71586","0","0"
"31038","Pike County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hawley","PA","2023","17",,,"0",,,,"0","281402","0","0","0","10524","0",,,"0","0","0",,"0","0",,"23904",,"23793","0","0"
"31039","Huntingdon-Bedford-Fulton Area Agency on Aging, dba: CART Senior Transportation","Rural Reporter","Area Agency on Aging","Bedford","PA","2023","28",,,"0",,,,"0","449278","0","0","0","18663","0",,,"0","0","0",,"0","0",,"62672",,"62249","0","0"
"31040","Greene County - PA","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Waynesburg","PA","2023","11",,,"0",,,,"0","264313","0","0","0","16257","0",,,"0","0","0",,"0","0",,"38927",,"38910","0","0"
"31041","County of Butler, dba: Butler Area Rural Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Butler","PA","2023","18",,,"0",,,,"0","135035","0","0","0","6705","0",,,"0","0","0",,"0","0",,"20582",,"20484","0","0"
"31042","Centre County","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Bellefonte","PA","2023","23","84493","State College, PA","25.92","83674","1113","158172","0","600627","0","0","0","30668","0",,,"0","0","0",,"0","0",,"66047",,"66032","0","0"
"31044","Somerset County, dba: Somerset County Transportation System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Somerset","PA","2023","23",,,"0",,,,"0","174763","0","0","0","8369","0",,,"0","0","0",,"0","0",,"32633",,"32630","0","0"
"31045","Susquehanna County, dba: Susquehanna-Wyoming County Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Montrose","PA","2023","23",,,"0",,,,"0","427779","0","0","0","19358","0",,,"0","0","0",,"0","0",,"35873",,"35865","0","0"
"40001","Chattanooga Area Regional Transportation Authority","Full Reporter","City, County or Local Government Unit or Department of Transportation","Chattanooga","TN","2023","76","15832","Chattanooga, TN--GA","291.7","398569","289","184086","2433613","2260630","172983","1845305","202573","194827","7746",,,"0","20005","20005","0","6344","6344","0","1736039","49863",,"5747254","1.72"
"40002","City of Knoxville, dba: Knoxville Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Knoxville","TN","2023","64","45640","Knoxville, TN","431.91","597257","104","192648","3336339","3125249","211090","3025958","257729","243725","14004","4469","0","0","0","0",,"0","0",,"2312188","77842","0","7161127","0"
"40003","City of Memphis, dba: Memphis Area Transit Authority","Full Reporter","City, County or Local Government Unit or Department of Transportation","Memphis","TN","2023","131","56116","Memphis, TN--MS--AR","491.27","1056190","254","627200","6251589","5445567","806022","4630669","424250","375122","49128","61","0","0","81290","78305","2985","17270","16872","398","2819588","128342","0","14475117","10.02"
"40004","Metropolitan Transit Authority, dba: WeGo Public Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Madison","TN","2023","253","61273","Nashville-Davidson, TN","584.95","1158642","504","703953","9564348","9623608","1282881","6212003","697353","685182","58329","0","0","0","0","0",,"0","0",,"8162766","229679","0","34901383","0"
"40005","City of Asheville, dba: ART (Asheville Rides Transit)","Full Reporter","City, County or Local Government Unit or Department of Transportation","Asheville","NC","2023","19","03358","Asheville, NC","248.58","285776","45","93350","1327664","1317518","10146","1337107","103055","100891","2164",,,"0","0","0",,"0","0",,"1377810",,,"5005600","0"
"40006","Cape Fear Public Transportation Authority, dba: Wave Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Wilmington","NC","2023","43","95833","Wilmington, NC","142.25","255329","112","191698","1608570","1481902","126668","998758","117618","105159","12459","3","0","0","0","0",,"0","0",,"721308","26457","24684","2152407","0"
"40007","City of Raleigh, dba: GoRaleigh","Full Reporter","City, County or Local Government Unit or Department of Transportation","Raleigh","NC","2023","262","73261","Raleigh, NC","554.82","1106646","125","474069","3939244","8296222","289461","3716394","301606","640930","15892","0","0","0","0","0",,"0","0",,"5338054","819395",,"24490026","0"
"40008","City of Charlotte North Carolina","Full Reporter","City, County or Local Government Unit or Department of Transportation","Charlotte","NC","2023","296","15670","Charlotte, NC--SC","657.61","1379873","675","1329749","14591392","13143873","1447519","11135761","968955","896229","72726","0","0","0","996879","940413","56466","86116","81487","4629","14027141","186500",,"67531449","45.08"
"40009","City of Fayetteville, dba: Fayetteville Area System of Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fayetteville","NC","2023","36","29440","Fayetteville, NC","195.92","325008","95","164400","1709904","1600494","109410","1315927","106638","99890","6748","0","0","0","0","0",,"0","0",,"2195673","69877","0","9099174","0"
"40010","City of Gastonia, dba: Gastonia Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Gastonia","NC","2023","9","32653","Gastonia, NC","124.58","176897","45","82653","0","338609","0","0","0","21999","0",,,"0","0","0",,"0","0",,"148897",,"0","0","0"
"40011","City of High Point, dba: High Point Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","High Point","NC","2023","18","38809","High Point, NC","100.79","167830","95","116065","0","491501","0","0","0","34951","0",,,"0","0","0",,"0","0",,"528088",,"0","0","0"
"40012","City of Winston Salem, dba: Winston-Salem Transit Authority","Full Reporter","City, County or Local Government Unit or Department of Transportation","Winston Salem","NC","2023","57","96670","Winston-Salem, NC","310.79","420924","134","254274","3036864","2903413","133451","1895954","217722","207032","10690",,,"0","0","0",,"0","0",,"1715582","163112",,"5888651","0"
"40014","Ms Coast Transportation Authority, dba: COAST TRANSIT AUTHORITY","Full Reporter","Independent Public Agency or Authority of Transit Service","Gulfport","MS","2023","74","35920","Gulfport--Biloxi, MS","168.64","236344","80","124940","2351272","2165832","185440","814308","127041","111508","15533","0","0","0","0","0",,"0","0",,"751314","5901","66008","6961094","0"
"40015","City of Jackson, MS","Full Reporter","City, County or Local Government Unit or Department of Transportation","Jackson","MS","2023","32","42211","Jackson, MS","237.16","347693","101","160628","1074460","1003200","71260","756221","76334","67235","9099","0","0","0","0","0",,"0","0",,"449129","59916","0","1079378","0"
"40016","City of Ashland, dba: Ashland Bus System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Ashland","KY","2023","11","40753","Huntington, WV--KY--OH","128.87","200157","17","23540","0","208091","0","0","0","18259","0",,,"0","0","0",,"0","0",,"74089",,"0","0","0"
"40017","Lexington Transit Authority, dba: Lextran","Full Reporter","Independent Public Agency or Authority of Transit Service","Lexington","KY","2023","103","49582","Lexington-Fayette, KY","83.99","315631","284","295803","3195745","2966487","229258","1870137","290548","272406","18142","0","0","0","0","0",,"0","0",,"3733026","155006","0","17873805","0"
"40018","Transit Authority of River City","Full Reporter","Independent Public Agency or Authority of Transit Service","Louisville","KY","2023","281","51755","Louisville/Jefferson County, KY--IN","400.86","974397","288","744816","10260247","10406660","1527821","6830801","769906","819414","61245",,,"0","0","0",,"0","0",,"6247087","342061",,"22882994","0"
"40019","Transit Authority of Northern Kentucky","Full Reporter","Independent Public Agency or Authority of Transit Service","Covington","KY","2023","116","16885","Cincinnati, OH--KY","752.28","1686744","267","278653","4244835","3283214","961621","2940082","295449","232357","63092","0","3005","0","0","0",,"0","0",,"1913143","72757","0","10690427","0"
"40020","City of Owensboro, dba: Owensboro Transit Systems","Reduced Reporter","City, County or Local Government Unit or Department of Transportation",,"KY","2023","9","66484","Owensboro, KY","36.4","76433","21","60011","0","404169","0","0","0","32373","0",,,"0","0","0",,"0","0",,"223459",,,"0","0"
"40021","City of Albany , dba: Albany Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","Albany","GA","2023","14","00901","Albany, GA","66.51","85960","17","84844","428897","419461","9436","473606","25530","24927","603","0","0","0","0","0",,"0","0",,"273626","10658","0","1501671","0"
"40022","Metropolitan Atlanta Rapid Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Atlanta","GA","2023","753","03817","Atlanta, GA","2553.04","5100112","605","1742072","54210632","49106207","5104425","43952483","3324818","3066163","258655","572","0","0","3309959","3196061","113898","131294","127724","3570","62093037","683887","0","352115956","112.44"
"40023","Augusta Richmond County Transit Department, dba: Augusta Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Augusta","GA","2023","18","04222","Augusta-Richmond County, GA--SC","273.29","431480","25","204484","697922","642782","55140","556939","56868","52509","4359","0","0","0","0","0",,"0","0",,"423982","18504",,"1726132","0"
"40024","Columbus Consolidated Government, dba: METRA","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Columbus","GA","2023","24","19099","Columbus, GA--AL","142.86","267746","132","230208","0","1178655","0","0","0","92207","0",,,"0","0","0",,"0","0",,"667340",,"0","0","0"
"40025","Chatham Area Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Savannah","GA","2023","56","79768","Savannah, GA","205.85","309466","331","301107","2457006","2291221","165785","1740110","165398","154123","11275","0","0","0","0","0",,"0","0",,"2286113","69395","0","5186604","1.42"
"40026","Manatee County Board of County Commissioners, dba: Manatee County Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Sarasota","FL","2023","53","09536","Bradenton--Sarasota--Venice, FL","404.28","779075","743","439566","2222201","1910207","311994","1442458","159956","139647","20309",,,"0","0","0",,"0","0",,"1605257","43175","13277","7357313","0"
"40027","Pinellas Suncoast Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Saint Petersburg","FL","2023","273","86599","Tampa--St. Petersburg, FL","968.94","2783045","304","1102307","12390722","11557417","1546347","9808221","850697","808524","68597","0","0","0","0","0",,"0","0",,"10210124","187337","0","54152172","23.89"
"40028","Lee County , dba: LeeTran","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fort Myers","FL","2023","88","13510","Cape Coral, FL","331.8","599242","820","802178","5213918","4530957","682961","2738588","332462","289226","43236",,,"0","0","0",,"0","0",,"1742894","125904","25655","10735134","0"
"40029","Broward County Board of County Commissioners, dba: Broward County Transit Division","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fort Lauderdale","FL","2023","557","56602","Miami--Fort Lauderdale, FL","1244.18","6077522","428","1944375","28996560","24310941","4685619","14257993","1888113","1730882","157231",,,"0","0","0",,"0","0",,"23209964","604912",,"119090315","0"
"40030","City of Gainesville, FL, dba: Regional Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","Gainesville","FL","2023","134","32167","Gainesville, FL","87.7","213748","106","199300","3892082","3658171","233911","3043225","304896","285867","19029","0","0","0","0","0",,"0","0",,"5170533","44293","0","17908961","0"
"40031","Lakeland Area Mass Transit District , dba: Citrus Connection","Full Reporter","Independent Public Agency or Authority of Transit Service","Lakeland","FL","2023","76","46828","Lakeland, FL","145.93","277915","77","819629","2925935","2708558","217377","2090801","189295","178222","11073","0","0","0","0","0",,"0","0",,"848241","48804",,"4655234","0"
"40032","County of Volusia, dba: VOTRAN","Full Reporter","City, County or Local Government Unit or Department of Transportation","Daytona Beach","FL","2023","148","22612","Daytona Beach--Palm Coast--Port Orange, FL","212.36","402126","1207","494593","5038052","4904847","448179","2656116","319609","299122","40274","0","0","0","0","0",,"0","0",,"2292313","182597",,"19892288","0"
"40034","County of Miami-Dade","Full Reporter","City, County or Local Government Unit or Department of Transportation","Miami","FL","2023","1297","56602","Miami--Fort Lauderdale, FL","1244.18","6077522","306","2701767","60685495","50349382","10336113","35642061","4026368","3436634","589734","0","0","0","2741760","2587643","154117","171855","159321","12534","77961885","1424095","0","414128978","114.86"
"40035","Central Florida Regional Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Orlando","FL","2023","565","65863","Orlando, FL","644.61","1853896","2864","2296523","28145502","24877112","3268390","16100342","1911016","1725501","185515","694",,"0","0","0",,"0","0",,"18418220","420377",,"111018391","6.90"
"40036","City of Tallahassee","Full Reporter","City, County or Local Government Unit or Department of Transportation","Tallahassee","FL","2023","128","86464","Tallahassee, FL","125.46","252934","103","196169","2638762","2500430","294649","2137478","215009","209701","16963","0","0","0","0","0",,"0","0",,"2588477","83273","38699","10140885","0"
"40037","Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.","Full Reporter","City, County or Local Government Unit or Department of Transportation","West Palm Beach","FL","2023","399","56602","Miami--Fort Lauderdale, FL","1244.18","6077522","1970","1497987","19907089","17400206","2506883","7396574","1350140","1149238","200902",,,"0","0","0",,"0","0",,"8468040","841612",,"50539296","0"
"40038","Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Pensacola","FL","2023","72","68482","Pensacola, FL--AL","262.54","390172","189","241661","2371702","2224973","146729","1258679","175041","153676","21365","0","0","0","0","0",,"0","0",,"894386","47231","7770","4947071","0"
"40040","Jacksonville Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Jacksonville","FL","2023","225","42346","Jacksonville, FL","573.27","1247374","1807","1264452","11774056","10815191","958865","8154076","802174","746634","55540","1029","0","0","87588","83976","3612","8308","7998","310","6678105","224670","21054","36776548","6.34"
"40041","Hillsborough Area Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Tampa","FL","2023","181","86599","Tampa--St. Petersburg, FL","968.94","2783045","418","1102787","9515832","8750800","897134","6729495","723747","684697","46114","0","0","0","126282","126282","0","23248","23248","0","12574593","201991","0","53491817","6.5"
"40042","Birmingham-Jefferson County Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Birmingham","AL","2023","85","07786","Birmingham, AL","509.27","774956","186","541852","2960289","2745563","214726","2430375","221843","206451","15392","0","0","0","0","0",,"0","0",,"1795762","103119","0","9332038","19.98"
"40043","City of Mobile, dba: THE WAVE TRANSIT SYSTEM","Full Reporter","City, County or Local Government Unit or Department of Transportation","Mobile","AL","2023","40","57925","Mobile, AL","220.75","321907","141","219500","1735457","1644598","90859","1144821","122836","115606","7230","0","0","0","0","0",,"0","0",,"568192","65218","0","3701933","0"
"40044","City of Montgomery, dba:  The M Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Montgomery","AL","2023","25","58600","Montgomery, AL","145.1","254348","135","205764","1438769","1412122","26647","1232049","92232","88762","3470",,,"0","0","0",,"0","0",,"422109","14659",,"1912289","0"
"40045","Tuscaloosa County Parking and Transit Authority, dba: Tuscaloosa Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Tuscaloosa","AL","2023","12","89110","Tuscaloosa, AL","88.16","156450","171","136487","0","460396","0","0","0","39513","0",,,"0","0","0",,"0","0",,"229691",,"0","0","0"
"40046","Sarasota County , dba: Breeze Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Sarasota","FL","2023","109","09536","Bradenton--Sarasota--Venice, FL","404.28","779075","594","527097","5371463","4797938","573525","2140891","366195","314363","51832","0","0","0","0","0",,"0","0",,"2189094","86743","0","11413817","0"
"40047","Athens-Clarke County Unified Government, dba: Athens-Clarke County Transit Department","Full Reporter","City, County or Local Government Unit or Department of Transportation","Athens","GA","2023","20","03763","Athens-Clarke County, GA","91.85","143213","47","127358","838249","801152","37097","771746","66483","64847","1636","0","0","0","0","0",,"0","0",,"1186787","3634","0","4197292","0"
"40049","City of Gadsden, dba: Gadsden Transportation Services","Reduced Reporter","City, County or Local Government Unit or Department of Transportation",,"AL","2023","12","32113","Gadsden, AL","61.21","57975","37","61709","0","200956","0","0","0","16171","0",,,"0","0","0",,"0","0",,"65730",,"0","0","0"
"40051","Town of Chapel Hill, dba: Chapel Hill Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Chapel Hill","NC","2023","88","25228","Durham, NC","183.36","396118","62","80218","2220945","1994220","226725","1670245","183653","169706","13947","0","0","0","0","0",,"0","0",,"3722063","57323","0","6498337","0"
"40053","Greenville Transit Authority, dba: Greenlink","Full Reporter","Independent Public Agency or Authority of Transit Service","Greenville","SC","2023","23","35461","Greenville, SC","262.17","387271","94","202390","1109905","1075212","34693","1033445","80148","76221","3927","0","0","0","0","0",,"0","0",,"764307","15538","0","4016483","0"
"40054","City of Johnson City, dba: Johnson City Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Johnson City","TN","2023","25","43210","Johnson City, TN","106.03","128519","44","71046","0","572156","0","0","0","43884","0",,,"0","0","0",,"0","0",,"364454",,"6838","0","0"
"40055","City of Bristol Tennessee, dba: Bristol Tennessee Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Bristol","TN","2023","7","10351","Bristol, TN--VA","68.69","70638","33","27530","0","164412","0","0","0","12929","0",,,"0","0","0",,"0","0",,"36682",,"0","0","0"
"40056","Pee Dee Regional Transportation Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Florence","SC","2023","29","30061","Florence, SC","68.04","89436","3563","335620","0","1022875","0","0","0","56848","0",,,"0","0","0",,"0","0",,"311708",,"0","0","0"
"40057","Jackson Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Jackson","TN","2023","17","42265","Jackson, TN","47.74","72809","59","68205","642043","629959","12084","468180","42341","41608","733","0","0","0","0","0",,"0","0",,"298840","18499","8333","1635772","0"
"40058","City of Rome","Full Reporter","City, County or Local Government Unit or Department of Transportation","Rome","GA","2023","12","76204","Rome, GA","44.89","60403","32","37713","375021","358158","16863","270603","27001","24342","2659","0","0","0","0","0",,"0","0",,"204548","21786","0","1972262","0"
"40060","City of Hattiesburg, dba: Hub City Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Hattiesburg","MS","2023","10","37594","Hattiesburg, MS","63.62","80821","43","51084","0","309609","0","0","0","16028","0",,,"0","0","0",,"0","0",,"49769",,"0","0","0"
"40063","Brevard Board of County Commissioners, dba: Space Coast Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Titusville","FL","2023","87","67105","Palm Bay--Melbourne, FL","250.55","510675","1557","643979","3226976","3054174","172802","2094217","169570","160937","8633","0","0","0","0","0",,"0","0",,"1855968","6307",,"12482419","0"
"40064","East Alabama Regional Planning and Development Commission, dba: Areawide Community Transportation System","Reduced Reporter","MPO, COG or Other Planning Agency","Anniston","AL","2023","28","02629","Anniston--Oxford, AL","78.9","78302","4992","319979","0","485464","0","0","0","37074","0",,,"0","0","0",,"0","0",,"153669",,"0","0","0"
"40068","Northwest Alabama Council of Local Governments, dba: NACOLG Transit","Reduced Reporter","MPO, COG or Other Planning Agency","Muscle Shoals","AL","2023","16","29953","Florence, AL","54.63","78925","3365","235785","0","212235","0","0","0","22685","0",,,"0","0","0",,"0","0",,"28671",,"0","0","0"
"40071","City of Huntsville, Alabama, dba: Huntsville Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Huntsville","AL","2023","35","40780","Huntsville, AL","214.77","329066","56","110023","1418726","1333137","85589","865853","96384","87502","8882",,,"0","0","0",,"0","0",,"701566","87975","0","3228556","0"
"40073","Lee-Russell Council of Governments, dba: Lee-Russell Public Transit and Phenix City Express","Reduced Reporter","MPO, COG or Other Planning Agency","Opelika","AL","2023","26","04033","Auburn, AL","61.16","100842","1248","233424","0","711246","0","0","0","35738","0",,,"0","0","0",,"0","0",,"92955",,"0","0","0"
"40074","Pasco County Board of County Commissioners, dba: GoPasco","Full Reporter","City, County or Local Government Unit or Department of Transportation","New Port Richey","FL","2023","39","86599","Tampa--St. Petersburg, FL","968.94","2783045","747","584067","2002723","1814388","188335","1449244","118917","108741","10176","0","0","0","0","0",,"0","0",,"683554","4354","37125","3766914","0"
"40077","South Florida Regional Transportation Authority, dba: Tri-Rail","Full Reporter","Independent Public Agency or Authority of Transit Service","Pompano Beach","FL","2023","46","56602","Miami--Fort Lauderdale, FL","1244.18","6077522","32","133588","3833201","3635977","197224","3915776","139897","132701","7196","0","0","0","1189126","1131901","57225","40565","38375","2190","4122066",,,"106697798","142.24"
"40078","Cobb County, dba: CobbLinc","Full Reporter","City, County or Local Government Unit or Department of Transportation","Marietta","GA","2023","78","03817","Atlanta, GA","2553.04","5100112","210","688078","4141438","3637436","504002","3747084","268813","243062","25751","0","0","0","0","0",,"0","0",,"854074","51232","0","4391380","19.48"
"40080","City of Kingsport, dba: Kingsport Area Transit Service","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Kingsport","TN","2023","13","45235","Kingsport, TN--VA","94.05","98411","54","56150","0","291700","0","0","0","21795","0",,,"0","0","0",,"0","0",,"92118",,"0","0","0"
"40081","City of Anderson","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Anderson","SC","2023","8","02420","Anderson--Clemson, SC","95.94","118369","15","27293","0","323851","0","0","0","16660","0",,,"0","0","0",,"0","0",,"200519",,,"0","0"
"40082","County of Douglas, dba: Connect Douglas","Full Reporter","City, County or Local Government Unit or Department of Transportation","Douglasville","GA","2023","15","03817","Atlanta, GA","2553.04","5100112","201","142224","507976","467139","40837","339924","36837","29948","6889","0","0","0","0","0",,"0","0",,"49871","10327","0","333837","0"
"40086","Metropolitan Bus Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","San Juan","PR","2023","108","79093","San Juan, PR","763.6","1844410","198","1176968","3112430","2702979","409451","3060059","348614","316696","31918","0","0","0","0","0",,"0","0",,"2486681","52367","2957","10234371","16.34"
"40087","City of Durham, dba: GoDurham","Full Reporter","City, County or Local Government Unit or Department of Transportation","Durham","NC","2023","101","25228","Durham, NC","183.36","396118","93","283506","3390958","3384830","280285","2436589","242019","236278","15153","26","0","0","0","0",,"0","0",,"5754102","124628","5518","18948578","0"
"40092","City of Clarksville, dba: Clarksville Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Clarksville","TN","2023","29","17317","Clarksville, TN--KY","113.09","200947","105","135471","0","1426721","0","0","0","88217","0",,,"0","0","0",,"0","0",,"524479",,"0","0","0"
"40093","City of Greensboro , dba: Greensboro Transit Agency","Full Reporter","City, County or Local Government Unit or Department of Transportation","Greensboro","NC","2023","75","35164","Greensboro, NC","169.31","338928","137","299035","3796817","3581735","215082","2269815","269111","256923","12188",,,"0","0","0",,"0","0",,"2263152","171583",,"9475305","0"
"40094","Alternativa de Transporte Integrado , dba: Autoridad de Transporte Integrado","Full Reporter","State Government Unit or Department of Transportation","San Juan","PR","2023","57","79093","San Juan, PR","763.6","1844410","149","701366","3222677","2938830","283847","2856567","203112","189452","13660","0","0","0","616439","583631","32808","32983","31649","1334","3732115","103","0","15671639","30.24"
